date,price
2017-05-18,197.0
2017-05-20,197.0
2017-05-23,197.0
2017-05-24,197.0
2017-05-25,197.0
2017-05-26,197.0
2017-05-27,197.0
2017-05-28,197.0
2017-05-29,197.0
2017-05-30,197.0
2017-05-31,197.0
2017-06-01,197.0
2017-06-02,197.0
2017-06-03,197.0
2017-06-04,197.0
2017-06-05,197.0
2017-06-06,197.0
2017-06-07,197.0
2017-06-08,197.0
2017-06-09,197.0
2017-06-10,197.0
2017-06-11,197.0
2017-06-12,197.0
2017-06-13,197.0
2017-06-14,197.0
2017-06-15,197.0
2017-06-16,197.0
2017-06-17,197.0
2017-06-18,197.0
2017-06-19,197.0
2017-06-20,197.0
2017-06-21,197.0
2017-06-22,197.0
2017-06-23,197.0
2017-06-24,197.0
2017-06-25,197.0
2017-06-26,197.0
2017-06-27,197.0
2017-06-28,197.0
2017-06-29,197.0
2017-06-30,197.0
2017-07-01,197.0
2017-07-02,197.0
2017-07-03,197.0
2017-07-04,197.0
2017-07-05,197.0
2017-07-06,197.0
2017-07-07,197.0
2017-07-08,197.0
2017-07-09,197.0
2017-07-10,197.0
2017-07-11,197.0
2017-07-12,197.0
2017-07-13,197.0
2017-07-14,197.0
2017-07-15,197.0
2017-07-16,197.0
2017-07-17,197.0
2017-07-18,197.0
2017-07-19,197.0
2017-07-20,197.0
2017-07-21,197.0
2017-07-22,197.0
2017-07-23,197.0
2017-07-24,197.0
2017-07-25,197.0
2017-07-26,197.0
2017-07-27,197.0
2017-07-28,197.0
2017-07-29,197.0
2017-07-30,197.0
2017-07-31,197.0
2017-08-01,197.0
2017-08-02,197.0
2017-08-03,197.0
2017-08-04,197.0
2017-08-05,197.0
2017-08-06,197.0
2017-08-07,197.0
2017-08-08,197.0
2017-08-09,197.0
2017-08-10,197.0
2017-08-11,197.0
2017-08-12,197.0
2017-08-13,197.0
2017-08-14,197.0
2017-08-15,197.0
2017-08-16,197.0
2017-08-17,197.0
2017-08-18,197.0
2017-08-19,197.0
2017-08-20,197.0
2017-08-21,197.0
2017-08-22,197.0
2017-08-23,197.0
2017-08-24,197.0
2017-08-25,197.0
2017-08-26,197.0
2017-08-27,197.0
2017-08-28,197.0
2017-08-29,197.0
2017-08-30,197.0
2017-08-31,197.0
2017-09-01,197.0
2017-09-02,197.0
2017-09-03,197.0
2017-09-04,197.0
2017-09-05,197.0
2017-09-06,197.0
2017-09-07,197.0
2017-09-08,197.0
2017-09-09,197.0
2017-09-10,197.0
2017-09-11,197.0
2017-09-12,197.0
2017-09-13,197.0
2017-09-14,197.0
2017-09-15,197.0
2017-09-16,197.0
2017-09-17,197.0
2017-09-18,197.0
2017-09-19,197.0
2017-09-20,197.0
2017-09-21,197.0
2017-09-22,197.0
2017-09-23,197.0
2017-09-24,197.0
2017-09-25,197.0
2017-09-26,197.0
2017-09-27,197.0
2017-09-28,197.0
2017-09-29,197.0
2017-09-30,197.0
2017-10-01,197.0
2017-10-02,197.0
2017-10-03,197.0
2017-10-04,197.0
2017-10-05,197.0
2017-10-06,197.0
2017-10-07,197.0
2017-10-08,197.0
2017-10-09,197.0
2017-10-10,197.0
2017-10-11,197.0
2017-10-12,197.0
2017-10-13,197.0
2017-10-14,197.0
2017-10-15,197.0
2017-10-16,197.0
2017-10-17,197.0
2017-10-18,197.0
2017-10-19,197.0
2017-10-20,197.0
2017-10-21,197.0
2017-10-22,197.0
2017-10-23,197.0
2017-10-24,197.0
2017-10-25,197.0
2017-10-26,197.0
2017-10-27,197.0
2017-10-28,197.0
2017-10-29,197.0
2017-10-30,197.0
2017-10-31,197.0
2017-11-01,197.0
2017-11-02,197.0
2017-11-03,197.0
2017-11-04,197.0
2017-11-05,197.0
2017-11-06,197.0
2017-11-07,197.0
2017-11-08,197.0
2017-11-09,197.0
2017-11-10,197.0
2017-11-11,197.0
2017-11-12,197.0
2017-11-13,197.0
2017-11-14,197.0
2017-11-15,197.0
2017-11-16,197.0
2017-11-17,197.0
2017-11-18,197.0
2017-11-19,197.0
2017-11-20,197.0
2017-11-21,197.0
2017-11-22,197.0
2017-11-23,197.0
2017-11-24,197.0
2017-11-25,197.0
2017-11-26,197.0
2017-11-27,197.0
2017-11-28,197.0
2017-11-29,197.0
2017-12-01,197.0
2017-12-02,197.0
2017-12-03,197.0
2017-12-04,197.0
2017-12-05,197.0
2017-12-06,197.0
2017-12-07,197.0
2017-12-08,197.0
2017-12-09,197.0
2017-12-10,197.0
2017-12-11,197.0
2017-12-12,197.0
2017-12-13,197.0
2017-12-14,197.0
2017-12-15,197.0
2017-12-16,197.0
2017-12-17,197.0
2017-12-18,197.0
2017-12-19,197.0
2017-12-20,197.0
2017-12-21,197.0
2017-12-22,197.0
2017-12-23,197.0
2017-12-24,197.0
2017-12-25,197.0
2017-12-26,197.0
2017-12-27,197.0
2017-12-28,197.0
2017-12-29,197.0
2017-12-30,197.0
2017-12-31,197.0
2018-01-01,197.0
2018-01-02,197.0
2018-01-03,197.0
2018-01-04,197.0
2018-01-05,197.0
2018-01-06,197.0
2018-01-07,197.0
2018-01-08,197.0
2018-01-09,197.0
2018-01-10,197.0
2018-04-12,197.0
2018-04-13,197.0
2018-04-14,197.0
2018-04-15,197.0
2018-04-16,197.0
2018-04-17,197.0
2018-04-18,197.0
2018-04-19,197.0
2018-04-20,197.0
2018-04-21,197.0
2018-04-22,197.0
2018-04-23,197.0
