date,price
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,1173.0
2020-02-06,1173.0
2020-02-07,1173.0
2020-02-08,1173.0
2020-02-09,1173.0
2020-02-10,1173.0
2020-02-11,1173.0
2020-02-12,1173.0
2020-02-13,1173.0
2020-02-14,1173.0
2020-02-15,1173.0
2020-02-16,1173.0
2020-02-17,1173.0
2020-02-18,881.0
2020-02-19,879.0
2020-02-21,877.0
2020-02-22,877.0
2020-02-23,876.0
2020-02-24,876.0
2020-02-25,876.0
2020-02-26,875.0
2020-02-27,876.0
2020-02-28,876.0
2020-02-29,877.0
2020-03-01,876.0
2020-03-02,876.0
2020-03-03,876.0
2020-03-04,880.0
2020-03-05,879.0
2020-03-06,879.0
2020-03-07,880.0
2020-03-08,874.0
2020-03-09,874.0
2020-03-10,874.0
2020-03-11,875.0
2020-03-12,875.0
2020-03-13,875.0
2020-03-14,871.0
2020-03-15,876.0
2020-03-16,876.0
2020-03-17,876.0
2020-03-18,871.0
2020-03-19,872.0
2020-03-20,871.0
2020-03-21,870.0
2020-03-22,871.0
2020-03-23,871.0
2020-03-24,875.0
2020-03-25,879.0
2020-03-26,878.0
2020-03-27,880.0
2020-03-28,883.0
2020-03-29,878.0
2020-03-30,878.0
2020-03-31,878.0
2020-04-01,878.0
2020-04-02,879.0
2020-04-03,877.0
2020-04-04,876.0
2020-04-05,876.0
2020-04-06,876.0
2020-04-07,876.0
2020-04-08,877.0
2020-04-09,878.0
2020-04-10,876.0
2020-04-11,876.0
2020-04-12,876.0
2020-04-13,876.0
2020-04-14,876.0
2020-04-15,876.0
