date,price
2017-05-18,637.0
2017-05-20,637.0
2017-05-23,639.0
2017-05-24,639.0
2017-05-25,639.0
2017-05-26,639.0
2017-05-27,639.0
2017-05-28,639.0
2017-05-29,639.0
2017-05-30,639.0
2017-05-31,639.0
2017-06-01,639.0
2017-06-02,643.0
2017-06-03,643.0
2017-06-04,643.0
2017-06-05,643.0
2017-06-06,635.0
2017-06-07,635.0
2017-06-08,643.0
2017-06-09,643.0
2017-06-10,643.0
2017-06-11,623.0
2017-06-12,623.0
2017-06-13,625.0
2017-06-14,625.0
2017-06-15,625.0
2017-06-16,625.0
2017-06-17,625.0
2017-06-18,625.0
2017-06-19,625.0
2017-06-20,625.0
2017-06-21,625.0
2017-06-22,625.0
2017-06-23,625.0
2017-06-24,625.0
2017-06-25,625.0
2017-06-26,625.0
2017-06-27,579.0
2017-06-28,579.0
2017-06-29,579.0
2017-06-30,579.0
2017-07-01,625.0
2017-07-02,625.0
2017-07-03,625.0
2017-07-04,625.0
2017-07-05,625.0
2017-07-06,625.0
2017-07-07,625.0
2017-07-08,625.0
2017-07-09,625.0
2017-07-10,625.0
2017-07-11,625.0
2017-07-12,625.0
2017-07-13,625.0
2017-07-14,625.0
2017-07-15,625.0
2017-07-16,625.0
2017-07-17,569.0
2017-07-18,569.0
2017-07-19,569.0
2017-07-20,569.0
2017-07-21,569.0
2017-07-22,569.0
2017-07-23,569.0
2017-07-24,569.0
2017-07-25,569.0
2017-07-26,569.0
2017-07-27,569.0
2017-07-28,569.0
2017-07-29,569.0
2017-07-30,569.0
2017-07-31,569.0
2017-08-01,619.0
2017-08-02,619.0
2017-08-03,619.0
2017-08-04,619.0
2017-08-05,620.0
2017-08-06,620.0
2017-08-07,620.0
2017-08-08,620.0
2017-08-09,629.0
2017-08-10,629.0
2017-08-11,629.0
2017-08-12,629.0
2017-08-13,629.0
2017-08-14,629.0
2017-08-15,629.0
2017-08-16,629.0
2017-08-17,629.0
2017-08-18,619.0
2017-08-19,619.0
2017-08-20,619.0
2017-08-21,619.0
2017-08-22,619.0
2017-08-23,619.0
2017-08-24,619.0
2017-08-25,606.0
2017-08-26,606.0
2017-08-27,606.0
2017-08-28,606.0
2017-08-29,606.0
2017-08-30,599.0
2017-08-31,599.0
2017-09-01,599.0
2017-09-02,599.0
2017-09-03,599.0
2017-09-04,599.0
2017-09-05,599.0
2017-09-06,599.0
2017-09-07,599.0
2017-09-08,599.0
2017-09-09,599.0
2017-09-10,599.0
2017-09-11,599.0
2017-09-12,589.0
2017-09-13,589.0
2017-09-14,589.0
2017-09-15,589.0
2017-09-16,589.0
2017-09-17,589.0
2017-09-18,589.0
2017-09-19,589.0
2017-09-20,589.0
2017-09-21,589.0
