date,price
2019-04-16,1179.0
2019-04-17,1179.0
2019-04-18,1179.0
2019-04-19,1179.0
2019-04-20,1179.0
2019-04-21,1179.0
2019-04-22,1179.0
2019-04-23,1179.0
2019-04-24,1179.0
2019-04-25,1179.0
2019-04-26,1179.0
2019-04-27,1179.0
2019-04-28,1179.0
2019-04-29,1179.0
2019-04-30,1179.0
2019-05-01,1179.0
2019-05-02,1179.0
2019-05-03,1179.0
2019-05-04,1179.0
2019-05-05,1179.0
2019-05-06,1179.0
2019-05-07,1179.0
2019-05-08,1179.0
2019-05-09,1179.0
2019-05-10,1179.0
2019-05-11,1179.0
2019-05-12,1179.0
2019-05-13,1179.0
2019-05-14,1179.0
2019-05-15,1179.0
2019-05-16,1179.0
2019-05-17,1179.0
2019-05-18,1179.0
2019-05-19,1179.0
2019-05-20,1179.0
2019-05-21,1179.0
2019-05-22,1179.0
2019-05-23,1179.0
2019-05-24,1179.0
2019-05-25,1179.0
2019-05-26,1179.0
2019-05-27,1179.0
2019-05-28,1179.0
2019-05-29,1179.0
2019-05-30,1179.0
2019-05-31,1179.0
2019-06-01,1179.0
2019-06-02,1179.0
2019-06-03,1179.0
2019-06-04,1179.0
2019-06-05,1179.0
2019-06-06,1179.0
2019-06-07,1179.0
2019-06-08,1179.0
2019-06-09,1179.0
2019-06-10,1179.0
2019-06-11,1179.0
2019-06-12,1179.0
2019-06-13,1179.0
2019-06-14,1179.0
2019-06-15,1179.0
2019-06-16,1179.0
2019-06-17,1179.0
2019-06-18,1099.0
2019-06-19,1099.0
2019-06-20,1099.0
2019-06-21,1099.0
2019-06-22,1099.0
2019-06-23,1099.0
2019-06-24,1099.0
2019-06-25,1099.0
2019-06-26,1099.0
2019-06-27,1099.0
2019-06-28,1099.0
2019-06-29,1099.0
2019-06-30,1099.0
2019-07-01,1099.0
2019-07-02,1099.0
2019-07-03,1099.0
2019-07-04,1099.0
2019-07-05,1099.0
2019-07-06,1099.0
2019-07-07,1099.0
2019-07-08,899.0
2019-07-09,1099.0
2019-07-10,1099.0
2019-07-11,1099.0
2019-07-12,989.0
2019-07-13,1099.0
2019-07-14,989.0
2019-07-15,989.0
2019-07-16,989.0
2019-08-06,1019.0
2019-08-07,1019.0
2019-08-08,1019.0
2019-08-09,1019.0
2019-08-10,1019.0
2019-08-11,1019.0
2019-08-12,1019.0
2019-08-13,1019.0
2019-08-14,1019.0
2019-08-15,1019.0
2019-08-16,1019.0
2019-08-17,1019.0
2019-08-19,1019.0
2019-08-20,1019.0
2019-08-21,215.0
2019-08-22,215.0
2019-08-23,215.0
2019-08-24,999.0
2019-08-25,999.0
2019-08-26,999.0
2019-08-27,999.0
2019-08-28,999.0
2019-08-29,999.0
2019-08-30,999.0
2019-08-31,999.0
2019-09-01,999.0
2019-09-02,999.0
2019-09-03,999.0
2019-09-04,999.0
2019-09-05,999.0
2019-09-06,999.0
2019-09-07,999.0
2019-09-08,999.0
2019-09-09,999.0
2019-09-10,999.0
2019-09-11,999.0
2019-09-12,999.0
2019-09-13,999.0
2019-09-14,999.0
2019-09-15,999.0
2019-09-16,999.0
2019-09-17,999.0
2019-09-18,999.0
2019-09-19,999.0
2019-09-20,999.0
2019-09-21,999.0
2019-09-22,999.0
2019-09-23,999.0
2019-09-24,12.9
2019-09-25,999.0
2019-09-26,999.0
2019-09-27,999.0
2019-09-28,999.0
2019-09-29,999.0
2019-09-30,999.0
2019-10-01,1034.0
2019-10-02,1034.0
